Entry,Reaction Name,Description,Pathway IDs
R00640,"L-galactono-1,4-lactone:ferricytochrome-c oxidoreductase","L-Galactono-1,4-lactone + 2 Ferricytochrome c <=> Ascorbate + 2 Ferrocytochrome c + 2 H+","Ascorbate and aldarate metabolism,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R00697,L-phenylalanine ammonia-lyase (trans-cinnamate-forming),L-Phenylalanine <=> trans-Cinnamate + Ammonia,"Phenylalanine metabolism,Phenylpropanoid biosynthesis,Biosynthesis of secondary metabolites"
R02253,"trans-cinnamate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating)",trans-Cinnamate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 4-Coumarate + [Oxidized NADPH---hemoprotein reductase] + H2O,"Ubiquinone and other terpenoid-quinone biosynthesis,Phenylpropanoid biosynthesis,Biosynthesis of secondary metabolites,Degradation of aromatic compounds"
R01616,4-coumarate:CoA ligase (AMP-forming),ATP + 4-Coumarate + CoA <=> AMP + Diphosphate + p-Coumaroyl-CoA,"Ubiquinone and other terpenoid-quinone biosynthesis,Phenylpropanoid biosynthesis,Biosynthesis of secondary metabolites"
R01613,malonyl-CoA:4-coumaroyl-CoA malonyltransferase(cyclizing),p-Coumaroyl-CoA + 3 Malonyl-CoA <=> Naringenin chalcone + 4 CoA + 3 CO2,"Flavonoid biosynthesis,Biosynthesis of secondary metabolites"
R02446,flavanone lyase (decyclizing),Naringenin <=> Naringenin chalcone,"Flavonoid biosynthesis,Biosynthesis of secondary metabolites"
R02773,"dTDP-4-amino-4,6-dideoxy-D-glucose:2-oxoglutarate aminotransferase","dTDP-4-amino-4,6-dideoxy-D-glucose + 2-Oxoglutarate <=> dTDP-4-oxo-6-deoxy-D-glucose + L-Glutamate","Polyketide sugar unit biosynthesis,Acarbose and validamycin biosynthesis,Biosynthesis of various nucleotide sugars,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R08583,"dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)","dTDP-4-amino-4,6-dideoxy-D-glucose + S-Adenosyl-L-methionine + Reduced acceptor <=> dTDP-3-oxo-4,6-dideoxy-D-glucose + Ammonia + L-Methionine + 5'-Deoxyadenosine + Acceptor","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R06426,"dTDP-3-amino-3,4,6-trideoxy-D-glucose:2-oxoglutarate aminotransferase","dTDP-3-oxo-4,6-dideoxy-D-glucose + L-Glutamate <=> dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2-Oxoglutarate","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R06427,"S-adenosyl-L-methionine:dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase","dTDP-3-amino-3,4,6-trideoxy-D-glucose + 2 S-Adenosyl-L-methionine <=> dTDP-D-desosamine + 2 S-Adenosyl-L-homocysteine","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R00897,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase;,O-Acetyl-L-serine + Hydrogen sulfide <=> L-Cysteine + Acetate,"Cysteine and methionine metabolism,Sulfur metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Biosynthesis of amino acids,Sulfur cycle"
R11261,,Starch + n H2O <=> (n+1) Maltodextrin,"Starch and sucrose metabolism,Biosynthesis of secondary metabolites"
R01824,maltodextrin 1-alpha-D-glucosylmutase,Maltodextrin <=> 1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside,"Starch and sucrose metabolism,Biosynthesis of secondary metabolites"
R11256,4-alpha-D-[(1->4)-alpha-D-glucano]trehalose glucanohydrolase (trehalose-producing),"1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside + H2O <=> alpha,alpha-Trehalose + Maltodextrin","Starch and sucrose metabolism,Biosynthesis of secondary metabolites"
R02539,phenylacetate:CoA ligase,ATP + Phenylacetic acid + CoA <=> AMP + Diphosphate + Phenylacetyl-CoA,"Phenylalanine metabolism,Microbial metabolism in diverse environments"
R09838,"phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)","Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+","Phenylalanine metabolism,Microbial metabolism in diverse environments"
R09837,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase","2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA <=> 2-Oxepin-2(3H)-ylideneacetyl-CoA","Phenylalanine metabolism,Microbial metabolism in diverse environments"
R09836,2-oxepin-2(3H)-ylideneacetyl-CoA hydrolyase,"2-Oxepin-2(3H)-ylideneacetyl-CoA + H2O <=> 3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde","Phenylalanine metabolism,Microbial metabolism in diverse environments"
R09839,"2,3-didehydroadipoyl-CoA:acetyl-CoA C-didehydroadipoyltransferase (double bond migration)","3-Oxo-5,6-dehydrosuberyl-CoA + CoA <=> 5-Carboxy-2-pentenoyl-CoA + Acetyl-CoA","Phenylalanine metabolism,Microbial metabolism in diverse environments"
R06942,(3S)-3-hydroxyacyl-CoA hydro-lyase,5-Carboxy-2-pentenoyl-CoA + H2O <=> (3S)-3-Hydroxyadipyl-CoA,"Phenylalanine metabolism,Caprolactam degradation,Microbial metabolism in diverse environments"
R06941,(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase,(3S)-3-Hydroxyadipyl-CoA + NAD+ <=> 3-Oxoadipyl-CoA + NADH + H+,"Phenylalanine metabolism,Caprolactam degradation,Microbial metabolism in diverse environments"
R07811,,Heparan sulfate + H2O <=> Heparan sulfate + G13034,Glycosaminoglycan degradation
R07812,L-iduronate-2-sulfate 2-sulfohydrolase,G13034 + H2O <=> G13035 + Sulfate,Glycosaminoglycan degradation
R07813,,G13035 + H2O <=> G13036 + L-Iduronic acid,Glycosaminoglycan degradation
R07814,,G13036 + H2O <=> G13037 + Sulfate,Glycosaminoglycan degradation
R07815,acetyl-CoA:heparan-alpha-D-glucosaminide N-acetyltransferase,Acetyl-CoA + G13037 <=> CoA + G13038,Glycosaminoglycan degradation
R07816,,G13038 + H2O <=> G13039 + N-Acetyl-D-glucosamine,Glycosaminoglycan degradation
R07818,,G13040 + H2O <=> G09660 + D-Glucuronate,Glycosaminoglycan degradation
R07819,N-acetyl-D-glucosamine-6-sulfate 6-sulfohydrolase,G09660 + H2O <=> G02632 + Sulfate,Glycosaminoglycan degradation
R05969,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,UDP-N-acetyl-alpha-D-glucosamine + Dolichyl phosphate <=> UMP + N-Acetyl-D-glucosaminyldiphosphodolichol,N-Glycan biosynthesis
R05970,,"UDP-N-acetyl-D-glucosamine + N-Acetyl-D-glucosaminyldiphosphodolichol <=> UDP + N,N'-Chitobiosyldiphosphodolichol","N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R05972,,"GDP-D-mannose + N,N'-Chitobiosyldiphosphodolichol <=> GDP + G00003","N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R05973,,GDP-D-mannose + G00003 <=> GDP + G00004,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R06127,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",G00005 + GDP-D-mannose <=> G10526 + GDP,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R06258,,Dolichyl phosphate D-mannose + G00006 <=> Dolichyl phosphate + G10595,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R06259,,Dolichyl phosphate D-mannose + G10595 <=> Dolichyl phosphate + G10596,N-Glycan biosynthesis
R06260,,Dolichyl phosphate D-mannose + G10596 <=> Dolichyl phosphate + G10597,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R06261,,Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate + G00007,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R01005,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase,UDP-glucose + Dolichyl phosphate <=> UDP + Dolichyl beta-D-glucosyl phosphate,N-Glycan biosynthesis
R06262,"dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",Dolichyl D-glucosyl phosphate + G00007 <=> Dolichyl phosphate + G10598,N-Glycan biosynthesis
R06263,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase",Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate + G10599,N-Glycan biosynthesis
R06264,"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-glucosyltransferase",Dolichyl D-glucosyl phosphate + G10599 <=> Dolichyl phosphate + G00008,N-Glycan biosynthesis
R07934,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA:oxygen 2-oxidoreductase","(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA + Oxygen <=> (2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA + Hydrogen peroxide","Biosynthesis of unsaturated fatty acids,Fatty acid metabolism"
R07935,"(3R,6Z,9Z,12Z,15Z,18Z,21Z)-3-hydroxytetracosahexaenoyl-CoA hydro-lyase","(3R,6Z,9Z,12Z,15Z,18Z,21Z)-3-Hydroxytetracosahexaenoyl-CoA <=> (2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA + H2O","Biosynthesis of unsaturated fatty acids,Fatty acid metabolism"
R07937,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA:acetyl-CoA C-acyltransferase","(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + Acetyl-CoA <=> CoA + (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA","Biosynthesis of unsaturated fatty acids,Fatty acid metabolism"
R11185,ATP:2-epi-5-epi-valiolone 7-phosphotransferase,ATP + 2-epi-5-epi-Valiolone <=> ADP + 2-epi-5-epi-Valiolone 7-phosphate,"Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11081,2-epi-5-epi-valiolone-7-phosphate 2-epimerase,2-epi-5-epi-Valiolone 7-phosphate <=> 5-epi-Valiolone 7-phosphate,"Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11243,,5-epi-Valiolone 7-phosphate + NADH + H+ <=> 5-epi-Valiolol 7-phosphate + NAD+,"Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11244,,5-epi-Valiolol 7-phosphate <=> 1-epi-Valienol 7-phosphate,"Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11245,,"1-epi-Valienol 7-phosphate <=> 1,7-Diphospho-1-epi-valienol","Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11246,,"1,7-Diphospho-1-epi-valienol + Nucleoside triphosphate <=> NDP-1-epi-valienol 7-phosphate + Diphosphate","Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R11247,,"NDP-1-epi-valienol 7-phosphate + dTDP-4-amino-4,6-dideoxy-D-glucose <=> dTDP-acarviose-7-phosphate","Acarbose and validamycin biosynthesis,Biosynthesis of secondary metabolites"
R09560,7-chloro-L-tryptophan:oxygen oxidoreductase,7-Chloro-L-tryptophan + Oxygen <=> 2-Imino-3-(7-chloroindol-3-yl)propanoate + Hydrogen peroxide,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R09566,2-imino-3-(7-chloroindol-3-yl)propanoate ammonia-lyase (dichlorochromopyrrolate-forming);,"4 2-Imino-3-(7-chloroindol-3-yl)propanoate + Oxygen <=> 2 3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate + 2 Ammonia + 2 H2O","Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R09567,"dichlorochromopyrrolate,NADH:oxygen 2,5-oxidoreductase (dichloroarcyriaflavin A-forming)","3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate + 4 Oxygen + 4 NADH + 4 H+ <=> Dichloroarcyriaflavin A + 2 CO2 + 6 H2O + 4 NAD+","Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R09568,4'-demethylrebeccamycin D-glucose-lyase,4'-O-Demethylrebeccamycin + H2O <=> Dichloroarcyriaflavin A + beta-D-Glucose,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R09569,S-adenosyl-L-methionine:demethylrebeccamycin-D-glucose O-methyltransferase,4'-O-Demethylrebeccamycin + S-Adenosyl-L-methionine <=> Rebeccamycin + S-Adenosyl-L-homocysteine,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R10955,dTDP-beta-L-rhamnose:8-demethyltetracenomycin-C alpha-L-rhamnosyltransferase,dTDP-L-rhamnose + 8-Demethyltetracenomycin C <=> dTDP + 8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R10956,S-adenosyl-L-methionine:8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase,S-Adenosyl-L-methionine + 8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C <=> S-Adenosyl-L-homocysteine + 8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R10957,S-adenosyl-L-methionine:8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)tetracenomycin-C 3'-O-methyltransferase,"S-Adenosyl-L-methionine + 8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C <=> S-Adenosyl-L-homocysteine + 8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C","Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R10958,"S-adenosyl-L-methionine:8-demethyl-8-(2,3-di-O-methoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase","S-Adenosyl-L-methionine + 8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C <=> S-Adenosyl-L-homocysteine + 8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C","Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R10959,"S-adenosyl-L-methionine:8-demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin-C O-methyltransferase","S-Adenosyl-L-methionine + 8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C <=> S-Adenosyl-L-homocysteine + Elloramycin A","Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R11478,tetracycline:FADH2 oxidoreductase (7-halogenating),Tetracycline + FADH2 + Cl- + Oxygen + H+ <=> Chlortetracycline + FAD + 2 H2O,"Tetracycline biosynthesis,Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R06424,dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose isomerase,"dTDP-4-oxo-6-deoxy-D-glucose <=> 3,6-Dideoxy-3-oxo-dTDP-D-glucose","Polyketide sugar unit biosynthesis,Biosynthesis of various nucleotide sugars,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R06423,"dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose:2-oxoglutarate aminotransferase","3,6-Dideoxy-3-oxo-dTDP-D-glucose + L-Glutamate <=> dTDP-3-amino-3,6-dideoxy-D-glucose + 2-Oxoglutarate","Polyketide sugar unit biosynthesis,Biosynthesis of various nucleotide sugars,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R06439,"S-adenosyl-L-methionine:dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose 3-N,N-dimethyltransferase","dTDP-3-amino-3,6-dideoxy-D-glucose + 2 S-Adenosyl-L-methionine <=> dTDP-D-mycaminose + 2 S-Adenosyl-L-homocysteine + 2 H+","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R00931,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming);",2-Methylcitrate + CoA <=> Propanoyl-CoA + Oxaloacetate + H2O,"Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R04424,"(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1,2,3-tricarboxylate-forming]","2-Methylcitrate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O","Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R11263,"(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase (2-methyl-trans-aconitate forming)",2-Methylcitrate <=> 2-Methyl-trans-aconitate + H2O,"Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R11264,,"2-Methyl-trans-aconitate <=> (Z)-But-2-ene-1,2,3-tricarboxylate","Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R04425,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O","Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R00409,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> Pyruvate + Succinate","Propanoate metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R02081,(R)-mevalonate:NAD+ oxidoreductase (CoA-acetylating),(R)-Mevalonate + CoA + 2 NAD+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H+,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10561,ATP:phosphomevalonate carboxy-lyase (adding ATP; isopentenyl-phosphate-forming),(R)-5-Phosphomevalonate + ATP <=> Isopentenyl phosphate + ADP + Orthophosphate + CO2,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R12894,(R)-5-phosphomevalonate hydro-lyase,(R)-5-Phosphomevalonate <=> trans-Anhydromevalonate 5-phosphate + H2O,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R12895,trans-anhydromevalonate 5-phosphate carboxy-lyase;,trans-Anhydromevalonate 5-phosphate <=> Isopentenyl phosphate + CO2,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10779,ATP:(R)-mevalonate 3-phosphotransferase,(R)-Mevalonate + ATP <=> (R)-Mevalonate 3-phosphate + ADP,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10780,ATP:(R)-3-phosphomevalonate 5-phosphotransferase,"(R)-Mevalonate 3-phosphate + ATP <=> (R)-Mevalonate 3,5-bisphosphate + ADP","Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10781,"(R)-3,5-bisphosphomevalonate carboxy-lyase (isopentenyl-phosphate-forming)","(R)-Mevalonate 3,5-bisphosphate <=> Isopentenyl phosphate + CO2 + Orthophosphate","Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10093,ATP:isopentenyl phosphate phosphotransferase,ATP + Isopentenyl phosphate <=> ADP + Isopentenyl diphosphate,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R08933,"S-adenosyl-L-methionine:dTDP-4-oxo-2,6-dideoxy-D-allose 3-C-methyltransferase","S-Adenosyl-L-methionine + dTDP-4-oxo-2,6-dideoxy-D-allose <=> S-Adenosyl-L-homocysteine + dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R08934,"dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose 5-epimerase","dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose <=> dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R06436,dTDP-L-mycarose:NADP+ 4-oxidoreductase,"dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose + NADPH + H+ <=> dTDP-L-mycarose + NADP+","Polyketide sugar unit biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of nucleotide sugars"
R07806,N-acetyl-D-galactosamine 6-sulfate 6-sulfohydrolase,G01945 + H2O <=> G01977 + Sulfate,Glycosaminoglycan degradation
R07807,,G01977 + H2O <=> G13073 + D-Galactose,Glycosaminoglycan degradation
R07808,N-acetyl-D-glucosamine-6-sulfate 6-sulfohydrolase,G13073 + H2O <=> G13074 + Sulfate,Glycosaminoglycan degradation
R07809,,G13074 + H2O <=> G01391 + N-Acetyl-D-glucosamine,Glycosaminoglycan degradation
R12935,8-amino-7-oxononanoate:[protein]-L-lysine aminotransferase (N-carboxylating),8-Amino-7-oxononanoate + Protein lysine + CO2 <=> 8-Amino-7-(carboxyamino)nonanoate + [Protein]-(S)-2-amino-6-oxohexanoate,"Biotin metabolism,Biosynthesis of cofactors"
R12934,,8-Amino-7-(carboxyamino)nonanoate + ATP <=> Dethiobiotin + ADP + Orthophosphate,"Biotin metabolism,Biosynthesis of cofactors"
R02305,"2-trans,6-trans-farnesyldiphosphate diphosphate-lyase (cyclizing, pentalenene-forming)","trans,trans-Farnesyl diphosphate <=> Pentalenene + Diphosphate","Sesquiterpenoid and triterpenoid biosynthesis,Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R09814,"pentalenene,reduced ferredoxin:oxygen 13-oxidoreductase",Pentalenene + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Pentalen-13-al + 4 Oxidized ferredoxin + 3 H2O,"Sesquiterpenoid and triterpenoid biosynthesis,Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
